Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Hoppspross;Hoppip;Basic;Grass;;50;;;;;;;G;Ausweichplatscher ;Splashing Dodge ;10;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokémon zugefügt werden.;Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.;;;;;;;Fire;;1;PAL;1;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_001_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_001_R_EN_LG.png
Tannza;Pineco;Basic;Grass;;70;;;;;;;GG;Walzer ;Rollout ;30;;;;;;;;;Fire;;2;PAL;4;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_004_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_004_R_EN_LG.png
Skaraborn;Heracross;Basic;Grass;;130;;;;;;;GG;Tackle ;Tackle ;50;;;GGG;Schmetterhorn ;Smashing Horn ;110;Der Schaden dieser Attacke wird durch Resistenz nicht verändert.;This attack's damage isn’t affected by Resistance.;Fire;;3;PAL;6;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_006_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_006_R_EN_LG.png
Tropius;Tropius;Basic;Grass;;110;;;;;;;G;Blattsauger ;Leaf Drain ;20;Heile 20 Schadenspunkte bei diesem Pokémon.;Heal 20 damage from this Pokémon.;GGC;Tropische Brise ;Tropic Breeze ;130;Verschiebe alle Energien von diesem Pokémon auf 1 Pokémon auf deiner Bank.;Move all Energy from this Pokémon to 1 of your Benched Pokémon.;Fire;;1;PAL;7;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_007_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_007_R_EN_LG.png
Wadribie;Combee;Basic;Grass;;50;;;;;;;C;Doppeldreher ;Double Spin ;10×;Wirf 2 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;Flip 2 coins. This attack does 10 damage for each heads.;;;;;;;Fire;;1;PAL;8;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_008_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_008_R_EN_LG.png
Shnebedeck;Snover;Basic;Grass;;90;;;;;;;GC;Korkenzieherhieb ;Corkscrew Punch ;30;;;;;;;;;Fire;;3;PAL;10;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_010_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_010_R_EN_LG.png
Felori;Sprigatito;Basic;Grass;;60;;;;;;;G;Sonnenlicht sammeln;Gather Sunlight;;Durchsuche dein Deck nach bis zu 2 Basis-Energiekarten, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;G;Samenbomben ;Seed Bomb ;10;;;Fire;;1;PAL;12;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_012_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_012_R_EN_LG.png
Felori;Sprigatito;Basic;Grass;;70;;;;;;;CC;Schaufelkrallen ;Dig Claws ;30;;;;;;;;;Fire;;1;PAL;13;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_013_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_013_R_EN_LG.png
Tarundel;Tarountula;Basic;Grass;;50;;;;;;;G;Anbinden ;Bind Down ;10;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokémon nicht zurückziehen.;During your opponent's next turn, the Defending Pokémon can’t retreat.;;;;;;;Fire;;1;PAL;16;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_016_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_016_R_EN_LG.png
Tarundel;Tarountula;Basic;Grass;;60;;;;;;;GG;Haken ;Hook ;40;;;;;;;;;Fire;;2;PAL;17;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_017_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_017_R_EN_LG.png
Micrick;Nymble;Basic;Grass;;40;;;;;;;C;Mickriger Platscher;Slight Splash;;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokémon zugefügt werden.;Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.;G;Käferbiss ;Bug Bite ;10;;;Fire;;1;PAL;19;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_019_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_019_R_EN_LG.png
Micrick;Nymble;Basic;Grass;;50;;;;;;;G;Stürmischer Kick ;Wild Kick ;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;Flip a coin. If tails, this attack does nothing.;;;;;;;Fire;;1;PAL;20;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_020_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_020_R_EN_LG.png
Weherba;Bramblin;Basic;Grass;;40;;;;;;;C;Mit dem Wind wehen ;Ride the Wind ;10;Wirf 1 Münze. Tausche bei Kopf dieses Pokémon gegen 1 Pokémon auf deiner Bank aus.;Flip a coin. If heads, switch this Pokémon with 1 of your Benched Pokémon.;;;;;;;Fire;;1;PAL;22;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_022_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_022_R_EN_LG.png
Weherba;Bramblin;Basic;Grass;;50;;;;;;;G;Klecks ;Blot ;10;Heile 10 Schadenspunkte bei diesem Pokémon.;Heal 10 damage from this Pokémon.;;;;;;;Fire;;1;PAL;23;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_023_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_023_R_EN_LG.png
Relluk;Rellor;Basic;Grass;;40;;;;;;;C;Käferbiss ;Bug Bite ;10;;;;;;;;;Fire;;1;PAL;25;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_025_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_025_R_EN_LG.png
Relluk;Rellor;Basic;Grass;;50;;;;;;;CC;Ballrolle ;Ball Roll ;30×;Wirf so lange 1 Münze, bis sie Zahl zeigt. Diese Attacke fügt 30 Schadenspunkte pro Kopf zu.;Flip a coin until you get tails. This attack does 30 damage for each heads.;;;;;;;Fire;;1;PAL;26;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_026_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_026_R_EN_LG.png
Chongjian-ex;Wo-Chien ex;Basic;Grass;;230;;;;;;;GGC;Gieriger Efeu;Covetous Ivy;;Diese Attacke fügt 1 Pokémon auf der Bank deines Gegners 60 Schadenspunkte für jede von deinem Gegner genommene Preiskarte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.);This attack does 60 damage to 1 of your opponent's Benched Pokémon for each Prize card your opponent has taken. (Don’t apply Weakness and Resistance for Benched Pokémon.);GGGC;Waldexplosion ;Forest Blast ;220;;;Fire;;4;PAL;27;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_027_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_027_R_EN_LG.png
Skaraborn;Heracross;Basic;Grass;;130;;;;;;;GG;Tackle ;Tackle ;50;;;GGG;Schmetterhorn ;Smashing Horn ;110;Der Schaden dieser Attacke wird durch Resistenz nicht verändert.;This attack's damage isn’t affected by Resistance.;Fire;;3;PAL;194;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_194_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_194_R_EN_LG.png
Tropius;Tropius;Basic;Grass;;110;;;;;;;G;Blattsauger ;Leaf Drain ;20;Heile 20 Schadenspunkte bei diesem Pokémon.;Heal 20 damage from this Pokémon.;GGC;Tropische Brise ;Tropic Breeze ;130;Verschiebe alle Energien von diesem Pokémon auf 1 Pokémon auf deiner Bank.;Move all Energy from this Pokémon to 1 of your Benched Pokémon.;Fire;;1;PAL;195;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_195_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_195_R_EN_LG.png
Felori;Sprigatito;Basic;Grass;;60;;;;;;;G;Sonnenlicht sammeln;Gather Sunlight;;Durchsuche dein Deck nach bis zu 2 Basis-Energiekarten, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;G;Samenbomben ;Seed Bomb ;10;;;Fire;;1;PAL;196;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_196_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_196_R_EN_LG.png
Weherba;Bramblin;Basic;Grass;;50;;;;;;;G;Klecks ;Blot ;10;Heile 10 Schadenspunkte bei diesem Pokémon.;Heal 10 damage from this Pokémon.;;;;;;;Fire;;1;PAL;198;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_198_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_198_R_EN_LG.png
Chongjian-ex;Wo-Chien ex;Basic;Grass;;230;;;;;;;GGC;Gieriger Efeu;Covetous Ivy;;Diese Attacke fügt 1 Pokémon auf der Bank deines Gegners 60 Schadenspunkte für jede von deinem Gegner genommene Preiskarte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.);This attack does 60 damage to 1 of your opponent's Benched Pokémon for each Prize card your opponent has taken. (Don’t apply Weakness and Resistance for Benched Pokémon.);GGGC;Waldexplosion ;Forest Blast ;220;;;Fire;;4;PAL;232;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_232_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_232_R_EN_LG.png
Chongjian-ex;Wo-Chien ex;Basic;Grass;;230;;;;;;;GGC;Gieriger Efeu;Covetous Ivy;;Diese Attacke fügt 1 Pokémon auf der Bank deines Gegners 60 Schadenspunkte für jede von deinem Gegner genommene Preiskarte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.);This attack does 60 damage to 1 of your opponent's Benched Pokémon for each Prize card your opponent has taken. (Don’t apply Weakness and Resistance for Benched Pokémon.);GGGC;Waldexplosion ;Forest Blast ;220;;;Fire;;4;PAL;257;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_257_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_257_R_EN_LG.png
Gehweiher;Surskit;Basic;Grass;;50;;;;;;;G;Dreifachdreher ;Triple Spin ;10×;Wirf 3 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;Flip 3 coins. This attack does 10 damage for each heads.;;;;;;;Fire;;1;PAR;1;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_001_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_001_R_EN_LG.png
Vegimak;Pansage;Basic;Grass;;70;;;;;;;C;Familienruf;Call for Family;;Durchsuche dein Deck nach 1 Basis-Pokémon und lege es auf deine Bank. Mische anschließend dein Deck.;Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.;GCC;Egelsamen ;Leech Seed ;30;Heile 10 Schadenspunkte bei diesem Pokémon.;Heal 10 damage from this Pokémon.;Fire;;1;PAR;4;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_004_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_004_R_EN_LG.png
Lithomith;Dwebble;Basic;Grass;;60;;;;;;;CC;Verprügler ;Beat ;20;;;;;;;;;Fire;;1;PAR;6;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_006_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_006_R_EN_LG.png
Frubberl;Bounsweet;Basic;Grass;;60;;;;;;;G;Schnellschlag ;Quick Blow ;10+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 20 Schadenspunkte mehr zu.;Flip a coin. If heads, this attack does 20 more damage.;;;;;;;Fire;;1;PAR;8;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_008_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_008_R_EN_LG.png
Sensect;Blipbug;Basic;Grass;;50;;;;;;;G;Überraschungsangriff ;Surprise Attack ;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;Flip a coin. If tails, this attack does nothing.;;;;;;;Fire;;1;PAR;10;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_010_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_010_R_EN_LG.png
Micrick;Nymble;Basic;Grass;;40;;;;;;;C;Nagen ;Gnaw ;10;;;;;;;;;Fire;;0;PAR;13;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_013_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_013_R_EN_LG.png
Micrick;Nymble;Basic;Grass;;50;;;;;;;CC;Plumps ;Flop ;30;;;;;;;;;Fire;;1;PAR;14;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_014_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_014_R_EN_LG.png
Tentagra;Toedscool;Basic;Grass;;50;;;;;;;G;Haftspore;Clinging Spore;;Lege 1 Basis-[G]-Energiekarte aus deiner Hand an 1 Pokémon auf deiner Bank an.;Attach a Basic [G] Energy card from your hand to 1 of your Benched Pokémon.;GC;Rankenklatscher ;Vine Slap ;30;;;Fire;;1;PAR;15;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_015_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_015_R_EN_LG.png
Tentagra;Toedscool;Basic;Grass;;60;;;;;;;CC;Tritt ;Kick ;20;;;GCC;Absorber ;Absorb ;40;Heile 20 Schadenspunkte bei diesem Pokémon.;Heal 20 damage from this Pokémon.;Fire;;1;PAR;16;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_016_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_016_R_EN_LG.png
Chongjian;Wo-Chien;Basic;Grass;;130;;;;;;;G;Laubbringer;Leaf Bringer;;Lege bis zu 2 Basis-[G]-Energiekarten aus deinem Ablagestapel an 1 deiner Pokémon an.;Attach up to 2 Basic [G] Energy cards from your discard pile to 1 of your Pokémon.;GGGC;Fesselnde Gier ;Binding Greed ;140;Während des nächsten Zuges deines Gegners erhöhen sich die Kosten der vom Verteidigenden Pokémon eingesetzten Attacken um [C][C].;During your opponent's next turn, attacks used by the Defending Pokémon cost [C][C] more.;Fire;;3;PAR;18;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_018_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_018_R_EN_LG.png
Bisasam;Bulbasaur;Basic;Grass;;70;;;;;;;G;Rankenhieb ;Vine Whip ;10;;;GC;Rasierblatt ;Razor Leaf ;20;;;Fire;;2;PGO;1;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_001_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_001_R_EN_LG.png
Strahlendes Bisaflor;Radiant Venusaur;Basic;Grass;;150;;;Sonnige Blüte;Sunny Bloom;Einmal am Ende deines Zuges (nachdem du angegriffen hast) kannst du diese Fähigkeit einsetzen. Ziehe so lange Karten, bis du 4 Karten auf deiner Hand hast.;Once at the end of your turn (after your attack), you may use this Ability. Draw cards until you have 4 cards in your hand.;GGC;Pollengefahr ;Pollen Hazard ;90;Das Aktive Pokémon deines Gegners ist jetzt verbrannt, verwirrt und vergiftet.;Your opponent's Active Pokémon is now Burned, Confused, and Poisoned.;;;;;;;Fire;;3;PGO;4;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_004_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_004_R_EN_LG.png
Alola-Kokowei V;Alolan Exeggutor V;Basic;Grass;;240;;;;;;;G;In die Höhe sprießen;Growing Tall;;Wirf 1 Münze. Durchsuche bei Kopf dein Deck nach bis zu 5 [G]-Energiekarten und lege sie beliebig an deine Pokémon an. Mische anschließend dein Deck.;Flip a coin. If heads, search your deck for up to 5 [G] Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.;CCC;Kopfschwung;Head Swing;;Diese Attacke fügt für jede an dieses Pokémon angelegte [G]-Energie 1 Pokémon deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.);This attack does 30 damage to 1 of your opponent's Pokémon for each [G] Energy attached to this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Fire;;3;PGO;5;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_005_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_005_R_EN_LG.png
Webarak;Spinarak;Basic;Grass;;60;;;;;;;G;Giftstachel ;Poison Sting ;10;Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt vergiftet.;Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.;;;;;;;Fire;;1;PGO;6;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_006_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_006_R_EN_LG.png
Alola-Kokowei V;Alolan Exeggutor V;Basic;Grass;;240;;;;;;;G;In die Höhe sprießen;Growing Tall;;Wirf 1 Münze. Durchsuche bei Kopf dein Deck nach bis zu 5 [G]-Energiekarten und lege sie beliebig an deine Pokémon an. Mische anschließend dein Deck.;Flip a coin. If heads, search your deck for up to 5 [G] Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.;CCC;Kopfschwung;Head Swing;;Diese Attacke fügt für jede an dieses Pokémon angelegte [G]-Energie 1 Pokémon deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokémon auf der Bank nicht an.);This attack does 30 damage to 1 of your opponent's Pokémon for each [G] Energy attached to this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Fire;;3;PGO;71;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_071_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_071_R_EN_LG.png
Chimpep;Grookey;Basic;Grass;;60;;;;;;;;;Branch Poke ;;;;;;;;;;Fire;;1;PR-SW;1;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_001_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_001_R_EN_LG.png
Cottini;Gossifleur;Basic;Grass;;50;;;;;;;C;Attack ;Sing;1;;Your opponent's Active Pokémon is now Asleep.;;;;;;;Fire;;1;PR-SW;10;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_010_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_010_R_EN_LG.png
Gortrom V;Rillaboom V;Basic;Grass;;220;;;;;;;G;Waldschmaus;Forest Feast;;Durchsuche dein Deck nach bis zu 2 Basis-[G]-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck.;"Search your deck for up to 2 Basic [G] Pokémon and put them onto your Bench.
                                                    Then, shuffle your deck.";GGGC;Holzhammer ;Wood Hammer ;220;Dieses Pokémon fügt auch sich selbst 30 Schadenspunkte zu.;This Pokémon also does 30 damage to itself.;Fire;;3;PR-SW;14;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_014_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_014_R_EN_LG.png
Chimpep;Grookey;Basic;Grass;;60;;;;;;;;;Full On ;;;Flip a coin. If tails, this attack does nothing.;;;;;;;Fire;;1;PR-SW;70;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_070_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_070_R_EN_LG.png
Maritellit V;Orbeetle V;Basic;Grass;;180;;;;;;;G;Beharken ;Strafe ;20;Du kannst dieses Pokémon gegen 1 Pokémon auf deiner Bank austauschen.;You may switch this Pokémon with 1 of your Benched Pokémon.;GC;Geheimnisvolle Welle ;Mysterious Wave ;50+;Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 30 Schadenspunkte mehr zu.;This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.;Fire;;1;PR-SW;78;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_078_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_078_R_EN_LG.png
Cottomi V;Eldegoss V;Basic;Grass;;180;;;Zusammenpassen;Happy Match;Wenn du dieses Pokémon während deines Zuges aus deiner Hand auf deine Bank spielst, kannst du 1 Unterstützerkarte aus deinem Ablagestapel auf deine Hand nehmen.;When you play this Pokémon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile into your hand.;CC;Hinaufschweben ;Float Up ;50;Du kannst dieses Pokémon und alle angelegten Karten in dein Deck mischen.;You may shuffle this Pokémon and all attached cards into your deck.;;;;;;;Fire;;1;PR-SW;84;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_084_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_084_R_EN_LG.png
Bisaflor V;Venusaur V;Basic;Grass;;220;;;;;;;;;Leaf Drain ;;;Heal 30 damage from this Pokémon.;;;Double-Edge ;;;This Pokémon also does 30 damage to itself.;Fire;;3;PR-SW;100;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_100_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_100_R_EN_LG.png
Folipurba V;Leafeon V;Basic;Grass;;210;;;;;;;G;Floraschild ;Leaf Guard ;30;Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;GGC;Schlitzender Schlag ;Slashing Strike ;180;Während deines nächsten Zuges kann dieses Pokémon Schlitzender Schlag nicht einsetzen.;During your next turn, this Pokémon can't use Slashing Strike.;Fire;;2;PR-SW;194;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_194_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_194_R_EN_LG.png
Bauz;Rowlet;Basic;Grass;;60;;;;;;;C;Draufspringen ;Jump On ;10+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 10 Schadenspunkte mehr zu.;Flip a coin. If heads, this attack does 10 more damage.;;;;;;;Fire;;1;PR-SW;220;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_220_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_220_R_EN_LG.png
