Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Rayquaza VMAX;Rayquaza VMAX;VMAX - Entwickelt sich aus Rayquaza V;Drache;320;;Azurpuls;Einmal während deines Zuges kannst du deine Handkarten auf deinen Ablagestapel legen und 3 Karten ziehen.;RL;Dyna-Detonation ;Max Burst;20+;Du kannst beliebig viele Basis-[R]-Energien oder beliebig viele Basis-[L]-Energien von diesem Pokemon auf deinen Ablagestapel legen. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 80 Schadenspunkte mehr zu.;;;;;;;;2;EVS;217;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_217_R_DE_LG.png
Rayquaza VMAX;Rayquaza VMAX;VMAX - Entwickelt sich aus Rayquaza V;Drache;320;;Azurpuls;Einmal während deines Zuges kannst du deine Handkarten auf deinen Ablagestapel legen und 3 Karten ziehen.;RL;Dyna-Detonation ;Max Burst;20+;Du kannst beliebig viele Basis-[R]-Energien oder beliebig viele Basis-[L]-Energien von diesem Pokemon auf deinen Ablagestapel legen. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 80 Schadenspunkte mehr zu.;;;;;;;;2;EVS;218;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_218_R_DE_LG.png
Duraludon VMAX;Duraludon VMAX;VMAX - Entwickelt sich aus Duraludon V;Drache;330;;Wolkenkratzer;Verhindere allen Schaden, der diesem Pokemon durch Attacken von Pokemon deines Gegners, an die Spezial-Energie angelegt ist, zugefügt wird.;FMM;Giga-Pulverisierung ;G-Max Pulverization;220;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;;;;;;;;3;EVS;219;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_219_R_DE_LG.png
Duraludon VMAX;Duraludon VMAX;VMAX - Entwickelt sich aus Duraludon V;Drache;330;;Wolkenkratzer;Verhindere allen Schaden, der diesem Pokemon durch Attacken von Pokemon deines Gegners, an die Spezial-Energie angelegt ist, zugefügt wird.;FMM;Giga-Pulverisierung ;G-Max Pulverization;220;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;;;;;;;;3;EVS;220;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_220_R_DE_LG.png
Aromalady;Aroma Lady;Trainer - Unterstützer;;;;;Ziehe 2 Karten. Wenn du das machst, erholt sich dein Aktives Pokemon von allen Speziellen Zuständen.;;;;;;;;;;;;;;EVS;221;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_221_R_DE_LG.png
Nachahmerin;Copycat;Trainer - Unterstützer;;;;;Mische deine Handkarten in dein Deck. Ziehe anschließend 1 Karte für jede Karte auf der Hand deines Gegners.;;;;;;;;;;;;;;EVS;222;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_222_R_DE_LG.png
Mac;Gordie;Trainer - Unterstützer;;;;;Schau dir die obersten 7 Karten deines Decks an. Du kannst beliebig viele Energiekarten, die du dort findest, deinem Gegner zeigen und auf deine Hand nehmen. Mische die anderen Karten zurück in dein Deck.;;;;;;;;;;;;;;EVS;223;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_223_R_DE_LG.png
Roy;Raihan;Trainer - Unterstützer;;;;;Du kannst diese Karte nur spielen, wenn mindestens 1 deiner Pokemon während des letzten Zuges deines Gegners kampfunfähig wurde.Lege 1 Basis-Energiekarte aus deinem Ablagestapel an 1 deiner Pokemon an. Wenn du das machst, durchsuche dein Deck nach 1 Karte und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;;;;EVS;224;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_224_R_DE_LG.png
Amalias Entschluss;Zinnia's Resolve;Trainer - Unterstützer;;;;;Du kannst diese Karte nur spielen, wenn du 2 andere Karten aus deiner Hand auf deinen Ablagestapel legst.Ziehe 1 Karte für jedes Pokemon deines Gegners im Spiel.;;;;;;;;;;;;;;EVS;225;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_225_R_DE_LG.png
Frosdedje;Froslass;Phase 1 - Entwickelt sich aus Schneppke;Wasser;90;;Überfrieren;Wenn du dieses Pokemon während deines Zuges aus deiner Hand spielst, um 1 deiner Pokemon zu entwickeln, kannst du 1 [W]-Energiekarte aus deinem Ablagestapel an 1 deiner Pokemon anlegen.;WC;Kristallhauch ;Crystal Breath;90;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Metall;;1;EVS;226;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_226_R_DE_LG.png
Intelleon;Inteleon;Phase 2 - Entwickelt sich aus Phlegleon;Wasser;150;;Schnellschütze;Einmal während deines Zuges kannst du 2 Schadensmarken auf 1 Pokemon deines Gegners legen.;CC;Kaskade ;Waterfall;70;;;;;;;Elektro;;1;EVS;227;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_227_R_DE_LG.png
Cresselia;Cresselia;Basis;Psycho;120;;;;P;Mondsichelleuchten;Crescent Glow;;Durchsuche dein Deck nach 1 [P]-Energiekarte und lege sie an 1 deiner Pokemon an. Wenn du als Zweiter am Zug bist und es dein erster Zug ist, durchsuche dein Deck stattdessen nach bis zu 3 [P]-Energiekarten und lege sie an 1 deiner Pokemon an. Mische anschließend dein Deck.;PP;Photonenlaser ;Photon Laser;30+;Wenn du mindestens 5 Energien im Spiel hast, fügt diese Attacke 90 Schadenspunkte mehr zu.;Finsternis;Kampf;1;EVS;228;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_228_R_DE_LG.png
Boost-Shake;Boost Shake;Trainer - Item;;;;;Durchsuche dein Deck nach 1 Karte, die sich aus 1 deiner Pokemon entwickelt, und lege sie auf jenes Pokemon, um es zu entwickeln. Mische anschließend dein Deck. Du kannst diese Karte während deines ersten Zuges oder für ein Pokemon, das in diesem Zug ins Spiel gebracht wurde, verwenden. Dein Zug endet.;;;;;;;;;;;;;;EVS;229;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_229_R_DE_LG.png
Kristallhöhle;Crystal Cave;Trainer - Stadion;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler 30 Schadenspunkte bei jedem seiner [M]-Pokemon und [N]-Pokemon heilen.;;;;;;;;;;;;;;EVS;230;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_230_R_DE_LG.png
Gesichtsschutz;Full Face Guard;Trainer - Ausrüstung;;;;;Wenn das Pokemon, an das diese Karte angelegt ist, keine Fähigkeiten hat, werden ihm durch Attacken der Pokemon deines Gegners 20 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;;;;;;;;;;;;;;EVS;231;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_231_R_DE_LG.png
Sturmgebirge;Stormy Mountains;Trainer - Stadion;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler sein Deck nach 1 Basis-[L]-Pokemon oder Basis-[N]-Pokemon durchsuchen und es auf seine Bank legen. Anschließend mischt jener Spieler sein Deck.;;;;;;;;;;;;;;EVS;232;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_232_R_DE_LG.png
Spielzeugfänger;Toy Catcher;Trainer - Item;;;;;Tausche 1 Pokemon auf der Bank deines Gegners, das 50 oder weniger verbleibende KP hat, gegen das Aktive Pokemon deines Gegners aus.;;;;;;;;;;;;;;EVS;233;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_233_R_DE_LG.png
Turffield-Stadion;Turffield Stadium;Trainer - Stadion;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler sein Deck nach 1 Entwicklungs-[G]-Pokemon durchsuchen, es seinem Gegner zeigen und auf seine Hand nehmen. Anschließend mischt jener Spieler sein Deck.;;;;;;;;;;;;;;EVS;234;D;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_234_R_DE_LG.png
Elektro-Energie;Lightning Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;EVS;235;Mehr Formate;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_235_R_DE_LG.png
Finsternis-Energie;Darkness Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;EVS;236;Mehr Formate;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_236_R_DE_LG.png
Metall-Energie;Metal Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;EVS;237;Mehr Formate;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_237_R_DE_LG.png
Raupy;Caterpie;Basis;Pflanze;50;;;;C;Ausschwärmen;Flock;;Durchsuche dein Deck nach 1 Raupy und lege es auf deine Bank. Mische anschließend dein Deck.;G;Käferbiss ;Bug Bite;10;;Feuer;;1;FST;1;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_001_R_DE_LG.png
Safcon;Metapod;Phase 1 - Entwickelt sich aus Raupy;Pflanze;80;;Exoskelett;Diesem Pokemon werden durch Attacken 20 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;G;Ramme ;Ram;10;;;;;;;Feuer;;3;FST;2;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_002_R_DE_LG.png
Smettbo;Butterfree;Phase 2 - Entwickelt sich aus Safcon;Pflanze;120;;Dreifarbiger Flügelstaub;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du das Aktive Pokemon deines Gegners verbrennen, verwirren und vergiften.;GC;Windstoß ;Gust;90;;;;;;;Feuer;;1;FST;3;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_003_R_DE_LG.png
Knilz;Shroomish;Basis;Pflanze;60;;;;G;Tackle ;Tackle;10;;GC;Samenbomben ;Seed Bomb;20;;Feuer;;1;FST;4;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_004_R_DE_LG.png
Kapilz;Breloom;Phase 1 - Entwickelt sich aus Knilz;Pflanze;120;;;;G;Kopfnuss ;Headbutt;30;;GGC;Einschlag ;Impact Blow;150;Während deines nächsten Zuges kann dieses Pokemon Einschlag nicht einsetzen.;Feuer;;2;FST;5;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_005_R_DE_LG.png
Kapilz V;Breloom V;Basis;Pflanze;210;;;;GC;Konter ;Counter;20+;Wenn diesem Pokemon während des letzten Zuges deines Gegners durch eine Attacke Schaden zugefügt wurde, fügt diese Attacke genauso viel Schaden mehr zu.;GGC;Tempo-Cross ;Mach Cross;140;;Feuer;;2;FST;6;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_006_R_DE_LG.png
Vegimak;Pansage;Basis;Pflanze;60;;;;G;Kratzer ;Scratch;20;;;;;;;Feuer;;1;FST;7;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_007_R_DE_LG.png
Vegichita;Simisage;Phase 1 - Entwickelt sich aus Vegimak;Pflanze;100;;;;G;Rückkehr ;Return;30;Du kannst so viele Karten ziehen, bis du 6 Karten auf der Hand hast.;GC;Peitschenschlag ;Whip Smash;70;;Feuer;;1;FST;8;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_008_R_DE_LG.png
Strawickl;Sewaddle;Basis;Pflanze;50;;;;G;Grasmampfer ;Grass Munch;10;Lege 1 [G]-Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Feuer;;1;FST;9;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_009_R_DE_LG.png
Folikon;Swadloon;Phase 1 - Entwickelt sich aus Strawickl;Pflanze;80;;;;G;Stolperer ;Trip Over;10+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 20 Schadenspunkte mehr zu.;GCC;Samenbomben ;Seed Bomb;60;;Feuer;;2;FST;10;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_010_R_DE_LG.png
Matrifol;Leavanny;Phase 2 - Entwickelt sich aus Folikon;Pflanze;130;;;;CC;Heilender Kreis;Healing Circle;;Heile allen Schaden bei jedem Pokemon auf deiner Bank. Wenn du auf diese Weise Schaden geheilt hast, mische dieses Pokemon und alle angelegten Karten in dein Deck.;GCC;Rasierblatt ;Razor Leaf;120;;Feuer;;1;FST;11;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_011_R_DE_LG.png
Maracamba;Maractus;Basis;Pflanze;110;;;;G;Pikser ;Peck;20;;GC;Loswerden und Schütteln ;Ditch and Shake;50*;Lege beliebig viele Pokemon-Ausrüstungen aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 50 Schadenspunkte zu.;Feuer;;2;FST;12;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_012_R_DE_LG.png
Schnuthelm;Shelmet;Basis;Pflanze;70;;;;G;Spuckstrahl ;Spit Beam;20;;;;;;;Feuer;;3;FST;13;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_013_R_DE_LG.png
Hydragil;Accelgor;Phase 1 - Entwickelt sich aus Schnuthelm;Pflanze;90;;;;GCC;Ninjatornado ;Ninja Tornado;120;Wenn dieses Pokemon während dieses Zuges von deiner Bank in die Aktive Position gewechselt ist, kann diese Attacke für [G] eingesetzt werden.;;;;;;Feuer;;1;FST;14;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_014_R_DE_LG.png
Viridium;Virizion;Basis;Pflanze;110;;;;G;Freilassen;Bail Out;;Nimm bis zu 2 Pokemon aus deinem Ablagestapel auf deine Hand.;GCC;Solarstrahl ;Solar Beam;90;;Feuer;;1;FST;15;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_015_R_DE_LG.png
Paragoni;Phantump;Basis;Pflanze;60;;;;C;Tackle ;Tackle;10;;GC;Samenbomben ;Seed Bomb;20;;Feuer;;1;FST;16;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_016_R_DE_LG.png
Trombork;Trevenant;Phase 1 - Entwickelt sich aus Paragoni;Pflanze;120;;;;GC;Sanfter Hieb ;Gentle Slap;40;;GCC;Holzhammer ;Wood Hammer;90;;Feuer;;2;FST;17;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_017_R_DE_LG.png
Mabula;Grubbin;Basis;Pflanze;70;;;;C;Energiezufuhr;Energize;;Lege 1 [L]-Energiekarte aus deinem Ablagestapel an dieses Pokemon an.;CCC;Überraschungsangriff ;Surprise Attack;50;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;Feuer;;2;FST;18;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_018_R_DE_LG.png
Araqua;Dewpider;Basis;Pflanze;50;;;;G;Käferbiss ;Bug Bite;20;;;;;;;Feuer;;1;FST;19;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_019_R_DE_LG.png
Aranestro;Araquanid;Phase 1 - Entwickelt sich aus Araqua;Pflanze;120;;;;G;Käferbiss ;Bug Bite;30;;GCC;Blasenwurf ;Bubble Launch;110;Verschiebe 1 Energie von diesem Pokemon auf 1 Pokemon auf deiner Bank.;Feuer;;2;FST;20;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_020_R_DE_LG.png
Fruyal V;Tsareena V;Basis;Pflanze;200;;;;GC;Auftrag der Königin ;;20+;Du kannst beliebig viele Pokemon von deiner Bank auf deinen Ablagestapel legen. Diese Attacke fügt für jedes auf diese Weise von deiner Bank abgelegte Pokemon 40 Schadenspunkte mehr zu.;;;;;;Feuer;;2;FST;21;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_021_R_DE_LG.png
Gortrom V;Rillaboom V;Basis;Pflanze;220;;;;GCC;Ableithieb ;Drain Punch;60;Heile 30 Schadenspunkte bei diesem Pokemon.;GCCC;Trommelansturm ;Drum Rush;160;;Feuer;;2;FST;22;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_022_R_DE_LG.png
Gortrom VMAX;Rillaboom VMAX;VMAX - Entwickelt sich aus Gortrom V;Pflanze;330;;;;GCCC;Giga-Getrommel ;G-Max Drum Solo;180;Diese Attacke fügt auch 2 Pokemon auf der Bank deines Gegners 40 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Feuer;;3;FST;23;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_023_R_DE_LG.png
Cottini;Gossifleur;Basis;Pflanze;50;;;;C;Blattwerk ;Leafage;10;;;;;;;Feuer;;1;FST;24;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_024_R_DE_LG.png
Cottomi;Eldegoss;Phase 1 - Entwickelt sich aus Cottini;Pflanze;90;;;;C;Sonnige Brise ;Sunny Wind;50;Heile 20 Schadenspunkte bei diesem Pokemon.;;;;;;Feuer;;1;FST;25;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_025_R_DE_LG.png
Schlapfel V;Appletun V;Basis;Pflanze;210;;;;G;Kopfnuss ;Headbutt;30;;GGC;Süßer Einschlag ;Sweet Impact;100;Heile 30 Schadenspunkte bei diesem Pokemon.;Feuer;;3;FST;26;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_026_R_DE_LG.png
Zarude;Zarude;Basis;Pflanze;110;;;;C;Kratzer ;Scratch;20;;GC;Wilde Peitsche ;Wild Whip;40+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;Feuer;;2;FST;27;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_027_R_DE_LG.png
Vulpix;Vulpix;Basis;Feuer;70;;;;RC;Glühende Kohlen ;Live Coal;30;;;;;;;Wasser;;1;FST;28;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_028_R_DE_LG.png
Vulpix;Vulpix;Basis;Feuer;70;;;;C;Schmetterkick ;Smash Kick;10;;;;;;;Wasser;;1;FST;29;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_029_R_DE_LG.png
Vulnona;Ninetales;Phase 1 - Entwickelt sich aus Vulpix;Feuer;110;;;;RC;Übernatürliche Flammen ;Supernatural Flames;70;;;;;;;Wasser;;1;FST;30;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_030_R_DE_LG.png
Vulnona;Ninetales;Phase 1 - Entwickelt sich aus Vulpix;Feuer;120;;Weg des neunschweifigen Fuchse;Die Rückzugskosten jedes deiner Pokemon, an das mindestens 1 [R]-Energie angelegt ist, verringern sich um [C][C].;RC;Flammenschweif ;Flame Tail;60;;;;;;;Wasser;;2;FST;31;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_031_R_DE_LG.png
Fukano;Growlithe;Basis;Feuer;80;;;;C;Aufwärmung;Warm Up;;Durchsuche dein Deck nach 1 [R]-Energiekarte und lege sie an 1 deiner Pokemon an. Mische anschließend dein Deck.;RCC;Glühen ;Combustion;30;;Wasser;;2;FST;32;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_032_R_DE_LG.png
Arkani;Arcanine;Phase 1 - Entwickelt sich aus Fukano;Feuer;130;;;;R;Feuerkrallen ;Fire Claws;40;;RRC;Hitze-Tackle ;Heat Tackle;160;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Wasser;;2;FST;33;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_033_R_DE_LG.png
Schneckmag;Slugma;Basis;Feuer;80;;;;R;Glühende Kohlen ;Live Coal;10;;CC;Flackern ;Flare;20;;Wasser;;3;FST;34;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_034_R_DE_LG.png
Magcargo;Magcargo;Phase 1 - Entwickelt sich aus Schneckmag;Feuer;130;;;;CC;Steinwurf ;Rock Throw;40;;RRC;Bauchklatscher ;Body Splash;150;Wirf 3 Münzen. Lege pro Zahl 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;;3;FST;35;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_035_R_DE_LG.png
Victini;Victini;Basis;Feuer;80;;;;C;Feuriges Anfeuern;Fiery Cheering;;Lege 1 Basis-Energiekarte aus deinem Ablagestapel an 1 Pokemon auf deiner Bank an.;R;Flackern ;Flare;20;;Wasser;;1;FST;36;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_036_R_DE_LG.png
Grillmak;Pansear;Basis;Feuer;60;;;;R;Überraschungsangriff ;Surprise Attack;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;;;;;;Wasser;;1;FST;37;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_037_R_DE_LG.png
Grillchita;Simisear;Phase 1 - Entwickelt sich aus Grillmak;Feuer;100;;;;C;Leichter Hieb ;Light Punch;20;;R;Feuerschleuder ;Fling Fire;60*;Lege bis zu 2 Basis-Energiekarten aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 60 Schadenspunkte zu.;Wasser;;1;FST;38;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_038_R_DE_LG.png
Skelabra V;Chandelure V;Basis;Feuer;200;;;;R;Konfusstrahl;Confuse Ray;;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;RC;Poltergeist ;Poltergeist;40*;Dein Gegner zeigt dir seine Handkarten. Diese Attacke fügt für jede Trainerkarte, die du dort findest, 40 Schadenspunkte zu.;Wasser;;2;FST;39;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_039_R_DE_LG.png
Skelabra VMAX;Chandelure VMAX;VMAX - Entwickelt sich aus Skelabra V;Feuer;320;;Flimmernder Fluch;Solange dieses Pokemon in der Aktiven Position ist, kann dein Gegner keine Pokemon-Ausrüstungen aus seiner Hand spielen.;RC;Dyna-Poltergeist ;Max Poltergeist;70*;Dein Gegner zeigt dir seine Handkarten. Diese Attacke fügt für jede Trainerkarte, die du dort findest, 70 Schadenspunkte zu.;;;;;;Wasser;;2;FST;40;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_040_R_DE_LG.png
Furnifraß;Heatmor;Basis;Feuer;110;;;;R;Flammenumhang ;Flame Cloak;20;Lege 1 [R]-Energiekarte aus deinem Ablagestapel an dieses Pokemon an.;RRC;Famose Flamme ;Exciting Flame;90;Wenn an dieses Pokemon mindestens 3 extra Energien angelegt sind (zusätzlich zu den Kosten dieser Attacke), fügt diese Attacke auch 1 Pokemon auf der Bank deines Gegners 180 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Wasser;;2;FST;41;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_041_R_DE_LG.png
Choreogel;Oricorio;Basis;Feuer;90;;Leidenschaftliche Lektion;Allen deinen Fusionsangriff-Pokemon werden durch Attacken von Pokemon deines Gegners 20 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden). Du kannst immer nur jeweils 1 Fähigkeit Leidenschaftliche Lektion einsetzen.;RC;Glitzernde Tropfen;Glistening Droplets;;Lege 5 Schadensmarken beliebig auf die Pokemon deines Gegners.;;;;;;Wasser;;1;FST;42;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_042_R_DE_LG.png
Liberlo V;Cinderace V;Basis;Feuer;220;;;;RRC;Feuerfeger ;Blaze Kick;210;Lege 2 [R]-Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Wasser;;2;FST;43;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_043_R_DE_LG.png
Liberlo V;Cinderace V;Basis;Feuer;210;;;;CC;Flackern ;Flare;50;;RCCC;Wuchtiger Schuss ;All-Out Shot;210;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;Wasser;;2;FST;44;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_044_R_DE_LG.png
