Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Ortega;Trainer - Supporter;;;;;Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card.;;;;;;;;;;;;OBF;190;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_190_R_EN_LG.png
Patrol Cap;Trainer - Tool;;;;;As long as the Pokémon this card is attached to is in the Active Spot, cards in your deck can't be discarded by effects of your opponent's attacks, Abilities, Item cards, Pokémon Tool cards, or Supporter cards.;;;;;;;;;;;;OBF;191;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_191_R_EN_LG.png
Pokémon League Headquarters;Trainer - Stadium;;;;;Attacks used by each Basic Pokémon in play (both yours and your opponent's) cost [C] more.;;;;;;;;;;;;OBF;192;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_192_R_EN_LG.png
Poppy;Trainer - Supporter;;;;;Move up to 2 Energy from 1 of your Pokémon to another of your Pokémon.;;;;;;;;;;;;OBF;193;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_193_R_EN_LG.png
Ryme;Trainer - Supporter;;;;;Draw 3 cards. Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.);;;;;;;;;;;;OBF;194;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_194_R_EN_LG.png
Team Star Grunt;Trainer - Supporter;;;;;Put an Energy attached to your opponent's Active Pokémon on top of their deck.;;;;;;;;;;;;OBF;195;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_195_R_EN_LG.png
Town Store;Trainer - Stadium;;;;;Once during each player's turn, that player may search their deck for a Pokémon Tool card, reveal it, and put it into their hand. Then, that player shuffles their deck.;;;;;;;;;;;;OBF;196;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png
Vengeful Punch;Trainer - Tool;;;;;If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, put 4 damage counters on the Attacking Pokémon.;;;;;;;;;;;;OBF;197;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_197_R_EN_LG.png
Gloom;Stage 1;Grass;80;Oddish;;;C;Inviting Scent;;Switch in 1 of your opponent's Benched Pokémon to the Active Spot.;G;Leaf Step ;20;;Fire;;2;OBF;198;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_198_R_EN_LG.png
Ninetales;Stage 1;Fire;120;Vulpix;;;R;Will-O-Wisp ;20;;RR;Nine-Tailed Dance;;Put 9 damage counters on 1 of your opponent's Pokémon. During your next turn, this Pokémon can't attack.;Water;;1;OBF;199;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_199_R_EN_LG.png
Palafin;Stage 1;Water;150;Finizen;;;W;Jet Punch ;30;This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WW;Justice Kick ;210;If this Pokémon didn't move from the Bench to the Active Spot this turn, this attack does nothing.;Lightning;;2;OBF;200;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_200_R_EN_LG.png
Bellibolt;Stage 1;Lightning;140;Tadbulb;Insulator;Prevent all damage done to this Pokémon by attacks from your opponent's [L] Pokémon.;LCC;Thunderous Edge ;100;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;;;;;Fighting;;3;OBF;201;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_201_R_EN_LG.png
Cleffa;Basic;Psychic;30;;;;0;Grasping Draw;;Draw cards until you have 7 cards in your hand.;;;;;Metal;;0;OBF;202;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_202_R_EN_LG.png
Larvitar;Basic;Fighting;70;;;;F;Corkscrew Punch ;10;;FF;Confront ;30;;Grass;;1;OBF;203;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_203_R_EN_LG.png
Houndour;Basic;Darkness;50;;;;D;Coordinated Pack;;For each of your Benched Houndour, search your deck for a Basic [D] Energy card and attach it to that Houndour. Then, shuffle your deck.;DC;Focus Fangs ;30;Flip a coin. If tails, this attack does nothing.;Grass;;1;OBF;204;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_204_R_EN_LG.png
Scizor;Stage 1;Metal;140;Scyther;;;M;Punishing Scissors ;10+;This attack does 50 more damage for each of your opponent's Pokémon in play that has an Ability.;MM;Cut ;70;;Fire;Grass;2;OBF;205;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_205_R_EN_LG.png
Varoom;Basic;Metal;60;;;;M;Spinning Draw ;10;Draw a card.;;;;;Fire;Grass;1;OBF;206;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_206_R_EN_LG.png
Pidgey;Basic;Colorless;60;;;;C;Gust ;20;;;;;;Lightning;Fighting;1;OBF;207;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_207_R_EN_LG.png
Pidgeotto;Stage 1;Colorless;90;Pidgey;;;CC;Wing Attack ;40;;;;;;Lightning;Fighting;1;OBF;208;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_208_R_EN_LG.png
Lechonk;Basic;Colorless;60;;;;C;Tackle ;20;;;;;;Fighting;;1;OBF;209;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_209_R_EN_LG.png
Eiscue ex;Basic;Fire;210;;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;WWW;Scalding Block ;160;Discard an Energy from this Pokémon. During your opponent's next turn, the Defending Pokémon can't attack.;;;;;Water;;2;OBF;210;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_210_R_EN_LG.png
Tyranitar ex;Stage 2;Lightning;340;Pupitar;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;F;Mountain Hurl ;120;Discard the top 2 cards of your deck.;FF;Lightning Rampage ;150+;If your Benched Pokémon have any damage counters on them, this attack does 100 more damage.;Fighting;;4;OBF;211;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_211_R_EN_LG.png
Vespiquen ex;Stage 1;Psychic;270;Combee;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;G;Healing Pheromone;;Heal 60 damage from 1 of your Pokémon.;GGG;Phantom Queen ;200;Put 3 damage counters on each of your opponent's Benched Pokémon that has any damage counters on it.;Darkness;Fighting;2;OBF;212;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_212_R_EN_LG.png
Glimmora ex;Stage 1;Fighting;270;Glimmet;Dust Field;As long as this Pokémon is in the Active Spot, your opponent can't have more than 3 Benched Pokémon. If they have 4 or more Benched Pokémon, they discard Benched Pokémon until they have 3 Pokémon on the Bench. If more than one effect changes the number of Benched Pokémon allowed, use the smaller number.;FF;Poisonous Gem ;140;Your opponent's Active Pokémon is now Poisoned.;;;;;Grass;;3;OBF;213;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_213_R_EN_LG.png
Absol ex;Basic;Darkness;210;;;;D;Future Sight;;Look at the top 3 cards of either player's deck and put them back in any order.;DDC;Cursed Slug ;100+;If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.;Grass;;1;OBF;214;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_214_R_EN_LG.png
Charizard ex;Stage 2;Darkness;330;Charmeleon;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RR;Burning Darkness ;180+;This attack does 30 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;OBF;215;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_215_R_EN_LG.png
Revavroom ex;Stage 1;Metal;280;Varoom;Tune-Up;This Pokémon may have up to 4 Pokémon Tools attached to it. If it loses this Ability, discard Pokémon Tools from it until only 1 remains.;MMC;Wild Drift ;170;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;;;;;Fire;Grass;1;OBF;216;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_216_R_EN_LG.png
Pidgeot ex;Stage 2;Colorless;280;Pidgeotto;Quick Search;Once during your turn, you may search your deck for a card and put it into your hand. Then, shuffle your deck. You can't use more than 1 Quick Search Ability each turn.;CC;Blustery Wind ;120;You may discard a Stadium in play.;;;;;Lightning;Fighting;0;OBF;217;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_217_R_EN_LG.png
Geeta;Trainer - Supporter;;;;;Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck. During this turn, your Pokémon can't attack. (This includes Pokémon that come into play this turn.);;;;;;;;;;;;OBF;218;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_218_R_EN_LG.png
Ortega;Trainer - Supporter;;;;;Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card.;;;;;;;;;;;;OBF;219;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_219_R_EN_LG.png
Poppy;Trainer - Supporter;;;;;Move up to 2 Energy from 1 of your Pokémon to another of your Pokémon.;;;;;;;;;;;;OBF;220;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_220_R_EN_LG.png
Ryme;Trainer - Supporter;;;;;Draw 3 cards. Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.);;;;;;;;;;;;OBF;221;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_221_R_EN_LG.png
Eiscue ex;Basic;Fire;210;;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;WWW;Scalding Block ;160;Discard an Energy from this Pokémon. During your opponent's next turn, the Defending Pokémon can't attack.;;;;;Water;;2;OBF;222;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_222_R_EN_LG.png
Charizard ex;Stage 2;Darkness;330;Charmeleon;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RR;Burning Darkness ;180+;This attack does 30 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;OBF;223;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_223_R_EN_LG.png
Revavroom ex;Stage 1;Metal;280;Varoom;Tune-Up;This Pokémon may have up to 4 Pokémon Tools attached to it. If it loses this Ability, discard Pokémon Tools from it until only 1 remains.;MMC;Wild Drift ;170;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;;;;;Fire;Grass;1;OBF;224;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_224_R_EN_LG.png
Pidgeot ex;Stage 2;Colorless;280;Pidgeotto;Quick Search;Once during your turn, you may search your deck for a card and put it into your hand. Then, shuffle your deck. You can't use more than 1 Quick Search Ability each turn.;CC;Blustery Wind ;120;You may discard a Stadium in play.;;;;;Lightning;Fighting;0;OBF;225;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_225_R_EN_LG.png
Geeta;Trainer - Supporter;;;;;Search your deck for up to 2 Basic Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck. During this turn, your Pokémon can't attack. (This includes Pokémon that come into play this turn.);;;;;;;;;;;;OBF;226;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_226_R_EN_LG.png
Poppy;Trainer - Supporter;;;;;Move up to 2 Energy from 1 of your Pokémon to another of your Pokémon.;;;;;;;;;;;;OBF;227;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_227_R_EN_LG.png
Charizard ex;Stage 2;Darkness;330;Charmeleon;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RR;Burning Darkness ;180+;This attack does 30 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;OBF;228;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_228_R_EN_LG.png
Artazon;Trainer - Stadium;;;;;Once during each player's turn, that player may search their deck for a Basic Pokémon that doesn’t have a Rule Box and put it onto their Bench. Then, that player shuffles their deck. (Pokémon ex, Pokémon V, etc. have Rule Boxes.);;;;;;;;;;;;OBF;229;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_229_R_EN_LG.png
Fire Energy;Energy - Basic Energy;;;;;;;;;;;;;;;;;OBF;230;G;Obsidian Flames (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_230_R_EN_LG.png
Pineco;Basic;Grass;70;;;;GG;Rollout ;30;;;;;;Fire;;2;PAF;1;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_001_R_EN_LG.png
Forretress ex;Stage 1;Grass;270;Pineco;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;GG;Guard Press ;120;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;;;;;Fire;;3;PAF;2;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_002_R_EN_LG.png
Maractus;Basic;Grass;110;;;;C;Double Draw;;Draw 2 cards.;CCC;Pin Missile ;30×;Flip 4 coins. This attack does 30 damage for each heads.;Fire;;2;PAF;3;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_003_R_EN_LG.png
Toedscool;Basic;Grass;50;;;;G;Furious Kicks ;10×;Flip 3 coins. This attack does 10 damage for each heads.;;;;;Fire;;1;PAF;4;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_004_R_EN_LG.png
Toedscruel ex;Stage 1;Grass;270;Toedscool;Protective Mycelium;Prevent all effects of attacks used by your opponent's Pokémon done to all of your Pokémon that have Energy attached. (Existing effects are not removed. Damage is not an effect.);GG;Colony Rush ;80+;This attack does 40 more damage for each of your Benched Pokémon that has any [G] Energy attached.;;;;;Fire;;2;PAF;5;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_005_R_EN_LG.png
Espathra ex;Stage 1;Grass;260;Flittle;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;P;Psy Ball ;30+;This attack does 30 more damage for each Energy attached to both Active Pokémon.;;;;;Fire;;1;PAF;6;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_006_R_EN_LG.png
Charmander;Basic;Fire;70;;;;R;Blazing Destruction;;Discard a Stadium in play.;RR;Steady Firebreathing ;30;;Water;;1;PAF;7;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_007_R_EN_LG.png
Charmeleon;Stage 1;Fire;90;Charmander;Flare Veil;Prevent all effects of attacks used by your opponent's Pokémon done to this Pokémon. (Damage is not an effect.);RR;Combustion ;50;;;;;;Water;;2;PAF;8;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_008_R_EN_LG.png
Magmar;Basic;Fire;80;;;;R;Collect;;Draw a card.;RC;Steady Firebreathing ;40;;Water;;2;PAF;9;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_009_R_EN_LG.png
Magmortar;Stage 1;Fire;140;Magmar;;;R;Flare ;40;;RRC;Volcanic Heat ;170;During your next turn, this Pokémon can't attack.;Water;;3;PAF;10;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_010_R_EN_LG.png
Numel;Basic;Fire;80;;;;R;Singe;;Your opponent's Active Pokémon is now Burned.;RRC;Heat Blast ;60;;Water;;3;PAF;11;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_011_R_EN_LG.png
Camerupt;Stage 1;Fire;130;Numel;;;R;Super Singe;;Your opponent's Active Pokémon is now Burned.;RRC;Cinder Cannon ;120+;You may discard a [F] Energy from this Pokémon. If you do, this attack does 120 more damage.;Water;;3;PAF;12;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_012_R_EN_LG.png
Heat Rotom;Basic;Fire;90;;;;RR;Heat Tackle ;100;This Pokémon also does 40 damage to itself.;;;;;Water;;1;PAF;13;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_013_R_EN_LG.png
Charcadet;Basic;Fire;70;;;;RRC;Heat Blast ;60;;;;;;Water;;1;PAF;14;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_014_R_EN_LG.png
Armarouge;Stage 1;Fire;130;Charcadet;Fire Off;As often as you like during your turn, you may move a [R] Energy from 1 of your Benched Pokémon to your Active Pokémon.;RRC;Flame Cannon ;90;Your opponent's Active Pokémon is now Burned.;;;;;Water;;2;PAF;15;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_015_R_EN_LG.png
Lapras;Basic;Water;110;;;;C;Into the Deep;;Put up to 3 Basic Energy cards from your discard pile into your hand.;WC;Freeze-Dry ;50;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;Metal;;1;PAF;16;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_016_R_EN_LG.png
Frigibax;Basic;Water;70;;;;W;Collect;;Draw a card.;WC;Beat ;20;;Metal;;2;PAF;17;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_017_R_EN_LG.png
Pikachu;Basic;Lightning;70;;;;C;Growl;;During your opponent's next turn, the Defending Pokémon’s attacks do 20 less damage (before applying Weakness and Resistance).;LC;Pika Bolt ;30;;Fighting;;1;PAF;18;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_018_R_EN_LG.png
Raichu;Stage 1;Lightning;120;Pikachu;Electrical Grounding;When 1 of your Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, you may move a [L] Energy from that Pokémon to this Pokémon.;LLC;Thunder ;180;This Pokémon also does 50 damage to itself.;;;;;Fighting;;1;PAF;19;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_019_R_EN_LG.png
Chinchou;Basic;Lightning;60;;;;C;Shine On;;Look at the top card of your deck. You may put that card on the bottom of your deck.;LC;Tiny Charge ;20;;Fighting;;1;PAF;20;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_020_R_EN_LG.png
Lanturn;Stage 1;Lightning;120;Chinchou;;;CC;Lightning Ball ;50;;LLC;Aqua Spark ;80+;If this Pokémon has any [W] Energy attached, this attack does 120 more damage.;Fighting;;2;PAF;21;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_021_R_EN_LG.png
Kilowattrel;Stage 1;Lightning;120;Wattrel;;;C;United Thunder;;This attack does 10 damage for each Pokémon in your discard pile that has the United Wings attack to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);LCC;Speed Wing ;90;;Lightning;Fighting;0;PAF;22;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_022_R_EN_LG.png
Exeggcute;Basic;Psychic;60;;;;P;Hypnosis;;Your opponent's Active Pokémon is now Asleep.;PC;Rolling Tackle ;30;;Darkness;Fighting;2;PAF;23;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_023_R_EN_LG.png
Exeggutor;Stage 1;Psychic;130;Exeggcute;;;PC;Hypnoblast ;30;Your opponent's Active Pokémon is now Asleep.;PPC;Psychic Loop ;160;Put 2 Energy attached to this Pokémon into your hand.;Darkness;Fighting;2;PAF;24;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_024_R_EN_LG.png
Natu;Basic;Psychic;50;;;;P;Triple Strike ;10×;Flip 3 coins. This attack does 10 damage for each heads.;;;;;Darkness;Fighting;1;PAF;25;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_025_R_EN_LG.png
Xatu;Stage 1;Psychic;100;Natu;Clairvoyant Sense;Once during your turn, you may attach a Basic [P] Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.;PCC;Super Psy Bolt ;80;;;;;;Darkness;Fighting;1;PAF;26;G;Paldean Fates (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_026_R_EN_LG.png
